Name,Location_x,MinPrice,MaxPrice,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,CP,Adresse,Award2,CLASSEMENT,NOM COMMERCIAL,ADRESSE,Location_y,TELEPHONE,COURRIEL,SITE INTERNET,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,coordonnees,Nom du département,Nom de la région,CLASSEMENT2,tarif_hotel
Le Jardin des Plumes,Giverny,65,135,Creative,1.5259019,49.0755925,33232542635.0,https://guide.michelin.com/en/normandie/giverny/restaurant/le-jardin-des-plumes,https://jardindesplumes.fr/fr/,1 MICHELIN Star,27620,1 rue du Milieu,1.0,2 étoiles,HÔTEL LA MUSARDIÈRE,123 rue Claude Monet,Giverny,0232210318,resa@lamusardiere.fr,http://lamusardiere.fr,24.0,10.0,"49.075054,1.536356",EURE,NORMANDIE,2,145
Le Passe Temps,Lyon,59,109,Creative,4.8492927,45.769939,33472829014.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/le-passe-temps,https://www.lepassetemps-restaurant.com/,1 MICHELIN Star,69006,52 rue Tronchet,1.0,3 étoiles,HÔTEL AU PATIO MORAND,99 rue de créqui,Lyon,0478526262,accueil@hotel-morand.fr,http://www.hotel-morand.fr,51.0,31.0,"45.768388,4.846233",RHONE,AUVERGNE-RHONE-ALPES,3,167
Le Grand Cerf,Montchenot,39,160,Classic Cuisine,4.0111661,49.1618209,33326976007.0,https://guide.michelin.com/en/grand-est/montchenot/restaurant/le-grand-cerf,https://www.le-grand-cerf.fr/,1 MICHELIN Star,51500,50 route Nationale,1.0,3 étoiles,HÔTEL CAMPANILE REIMS EST TAISSY,Rue Edouard branly,Taissy,0326490610,manager.reims.taissy@campanile.fr,http://www.campanile-reims-est-taissy.fr/fr/index.aspx,96.0,48.0,"49.217992,4.073764",MARNE,GRAND EST,3,198
La Sommelière,Lyon,87,87,Modern Cuisine,4.8261445,45.759793,33478798645.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/la-sommeliere,https://www.la-sommeliere.net/,1 MICHELIN Star,69005,6 rue Mourguet,1.0,4 étoiles,COLLÈGE HÔTEL,5 place Saint-Paul,Lyon,0472100505,contact@college-hotel.com,http://www.college-hotel.com,80.0,40.0,"45.765845,4.827698",RHONE,AUVERGNE-RHONE-ALPES,4,588
Saisons,Marseille,34,95,Modern Cuisine,5.3827724,43.2865397,33951891838.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/saisons,https://restaurant-saisons.com/,1 MICHELIN Star,13006,8 rue Sainte-Victoire,1.0,3 étoiles,MAISON MONTGRAND,35 rue Montgrand,Marseille,0491003520,hotel@maison-montgrand.com,www.hotel-maison-montgrand.com,86.0,37.0,"43.29117,5.376432",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR,3,222
Le Cap,Saint-jean-cap-ferrat,158,188,Creative,7.33063,43.6774405,33493765050.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-jean-cap-ferrat/restaurant/le-cap,https://www.fourseasons.com/fr/capferrat/,1 MICHELIN Star,6230,"Grand Hôtel du Cap Ferrat, 71 boulevard du Général-de-Gaulle",1.0,1 étoile,HÔTEL LA RÉGENCE,2 avenue Foch,Villefranche-sur-mer,0493017091,thierry.laregence@gmail.om,www.laregence-hotel.fr,20.0,10.0,"43.70246,7.308166",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,1,76
Le Pot d'Étain,Danjoutin,42,126,Modern Cuisine,6.8592762,47.6160064,33384283195.0,https://guide.michelin.com/en/bourgogne-franche-comte/danjoutin/restaurant/le-pot-d-etain,https://www.restaurant-potdetain.fr/,1 MICHELIN Star,90400,4 avenue de la République,1.0,3 étoiles,HÔTEL CAMPANILE BELFORT MONTBÉLIARD LA JONXION,1 AVENUE DE LA GARE TGV,Meroux,0384190897,belfort.montbeliard@campanile.fr,http://www.campanile.com/fr/hotels/campanile-belfort-montbeliard-la-jonxion,139.0,68.0,"47.582868,6.896992",TERRITOIRE DE BELFORT,BOURGOGNE-FRANCHE-COMTE,3,246
Auberge Pom'Poire,Azay-le-rideau,42,98,Modern Cuisine,0.4450558,47.2830529,33247458300.0,https://guide.michelin.com/en/centre-val-de-loire/azay-le-rideau/restaurant/auberge-pom-poire,https://aubergepompoire.fr/,1 MICHELIN Star,37190,21 route de Vallères,1.0,3 étoiles,CAMPING MUNICIPAL DU SABOT,rue du stade,Azay-le-rideau,0247454272,camping.lesabot@wanadoo.fr,http://www.azaylerideau.fr,,,"47.260133,0.470219",INDRE-ET-LOIRE,CENTRE-VAL DE LOIRE,3,288
La Renaissance,Argentan,41,115,Modern Cuisine,-0.0285254,48.7391758,33233361420.0,https://guide.michelin.com/en/normandie/argentan/restaurant/la-renaissance433,https://www.arnaudviel.com/fr/,1 MICHELIN Star,61200,20 avenue de la 2ème-Division-Blindée,1.0,3 étoiles,LE FAISAN DORÉ,Départementale 924,Fontenai-sur-orne,0233671811,lefaisandore@viaorne.fr,www.lefaisandore.com,30.0,15.0,"48.72418,-0.069859",ORNE,NORMANDIE,3,162
Claude Darroze,Langon,45,135,Classic Cuisine,-0.24663,44.55305,33556630048.0,https://guide.michelin.com/en/nouvelle-aquitaine/langon/restaurant/claude-darroze,https://www.darroze.com/,1 MICHELIN Star,33210,95 cours du Général-Leclerc,1.0,2 étoiles,HÔTEL ALIÉNOR,ROUTE DE FARGUES,Langon,0556621515,hotel.alienorlangon@orange.fr,http://www.hotel-alienorlangon.fr,40.0,20.0,"44.553833,-0.290661",GIRONDE,NOUVELLE-AQUITAINE,2,116
Auberge St-Laurent,Sierentz,35,95,"Modern Cuisine, Traditional Cuisine",7.4539991,47.6540637,33389815281.0,https://guide.michelin.com/en/grand-est/sierentz/restaurant/auberge-st-laurent,https://www.auberge-saintlaurent.fr/,1 MICHELIN Star,68510,1 rue de la Fontaine,1.0,4 étoiles,AUBERGE SAINT-LAURENT,1 rue de la fontaine,Sierentz,0389815281,marco.arbeit@wanadoo.fr,http://www.auberge-saintlaurent.fr,21.0,10.0,"47.653769,7.45384",HAUT-RHIN,GRAND EST,4,393
L'O des Vignes,Fuissé,34,100,Modern Cuisine,4.743411,46.280083,33385383340.0,https://guide.michelin.com/en/bourgogne-franche-comte/fuiss/restaurant/l-o-des-vignes,https://lodesvignes.fr/fr/,1 MICHELIN Star,71960,Rue du Bourg,1.0,4 étoiles,HÔTEL CHÂTEAU D'IGÉ,252 rue du château,Igé,0385333399,contact@chateaudige.com,http://www.chateaudige.com/fr/,50.0,17.0,"46.399596,4.740215",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE,4,304
L'Oustalet,Gigondas,70,130,Modern Cuisine,5.00412,44.16342,33490658530.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/gigondas/restaurant/l-oustalet,https://www.loustalet-gigondas.com/,1 MICHELIN Star,84190,5 place Gabrielle-Andéol,1.0,3 étoiles,HÔTEL LE PRADET,ROUTE DE VAISON,Vacqueyras,0490658100,hotellepradet@wanadoo.fr,https://www.hotellepradet.fr/,66.0,32.0,"44.141026,4.986361",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR,3,229
La Table de Chaintré,Chaintré,42,69,Modern Cuisine,4.760257,46.2604625,33385329095.0,https://guide.michelin.com/en/bourgogne-franche-comte/chaintr/restaurant/la-table-de-chaintre,https://www.latabledechaintre.com/fr/,1 MICHELIN Star,71570,72 place du Luminaire,1.0,3 étoiles,CONTACT HÔTEL MÂCON SUD,164 rue de la Bresse,Chaintré,0385239750,goutordistrib@yahoo.fr,http://www.maconsudhotel.com/,94.0,42.0,"46.256188,4.791656",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE,3,220
Gordon Ramsay au Trianon,Versailles,169,199,Creative,2.1209203,48.8112259,33130845018.0,https://guide.michelin.com/en/ile-de-france/versailles/restaurant/gordon-ramsay-au-trianon,https://www.waldorfastoriaversailles.fr/restaurants-et-bar/gordon-ramsay-au-trianon/,1 MICHELIN Star,78000,1 boulevard de la Reine,1.0,3 étoiles,HÔTEL DE FRANCE,5 RUE COLBERT,Versailles,0130839223,hotel-de-france-versailles@orange.fr,www.hoteldefranceversailles.com,49.0,23.0,"48.804818,2.124714",YVELINES,ILE-DE-FRANCE,3,243
L'Empreinte,Buxy,35,99,Modern Cuisine,4.6941996,46.7127086,33385921576.0,https://guide.michelin.com/en/bourgogne-franche-comte/buxy/restaurant/l-empreinte1184157,http://www.lempreinte-restaurant.fr/,1 MICHELIN Star,71390,2 Grande-Rue,1.0,4 étoiles,CAMPING DU MOULIN DE COLLONGE,moulin de collonge,Saint-boil,0385440032,millofcollonge@wanadoo.fr,http://www.moulindecollonge.com,,,"46.64591,4.694895",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE,4,417
Le Bénaton,Beaune,39,149,Creative,4.8323645,47.0211819,33380220026.0,https://guide.michelin.com/en/bourgogne-franche-comte/beaune/restaurant/le-benaton,http://www.lebenaton.com/,1 MICHELIN Star,21200,25 rue du Faubourg-Bretonnière,1.0,3 étoiles,HÔTEL DE LA CLOCHE,40/42 rue faubourg madeleine,Beaune,0380246633,infos@hotel-lacloche-beaune.com,http://www.hotel-lacloche-beaune.com,74.0,32.0,"47.020875,4.842173",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE,3,253
Girardin - Gastronomique,Colmar,120,155,"Modern Cuisine, Creative",7.3554652,48.0786834,33389244343.0,https://guide.michelin.com/en/grand-est/colmar/restaurant/girardin-gastronomique,https://www.maisondestetes.com/fr/restaurant-girardin.html,1 MICHELIN Star,68000,19 rue des Têtes,1.0,3 étoiles,HÔTEL TURENNE,10 Route de Bâle,Colmar,0389215858,infos@turenne.com,www.turenne.com,172.0,75.0,"48.071887,7.360607",HAUT-RHIN,GRAND EST,3,246
Mickaël Féval,Aix-en-provence,55,109,Modern Cuisine,5.4513227,43.5277941,33442932960.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/aix-en-provence/restaurant/mickael-feval,http://www.mickaelfeval.fr/,1 MICHELIN Star,13100,11 Petite-Rue-Saint-Jean,1.0,3 étoiles,BEST WESTERN HÔTEL DE L'ARBOIS,97 RUE DU DOCTEUR ALBERT AYNAUD,Aix-en-provence,0442585960,bestwestern@hotelarbois.com,http://www.hotelarbois.com,120.0,56.0,,,,3,194
Auberge de la Tour,Marcolès,88,118,Modern Cuisine,2.3518849,44.7814806,33471469915.0,https://guide.michelin.com/en/auvergne-rhone-alpes/marcols/restaurant/auberge-de-la-tour326032,https://www.aubergedela-tour.com/,1 MICHELIN Star,15220,Place de la Fontaine,1.0,1 étoile,CAMPING L'ÉTANG AUX HIRONDELLES,le Bourg,Marcolès,0471469898,mairie-marcoles@wanadoo.fr,-,,,"44.797138,2.344977",CANTAL,AUVERGNE-RHONE-ALPES,1,87
Le Carmin,Beaune,38,128,Modern Cuisine,4.8377091,47.0225391,33380242242.0,https://guide.michelin.com/en/bourgogne-franche-comte/beaune/restaurant/le-carmin,https://www.restaurant-lecarmin.com/,1 MICHELIN Star,21200,4B place Carnot,1.0,3 étoiles,HÔTEL DE LA CLOCHE,40/42 rue faubourg madeleine,Beaune,0380246633,infos@hotel-lacloche-beaune.com,http://www.hotel-lacloche-beaune.com,74.0,32.0,"47.020875,4.842173",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE,3,236
La Réserve Rimbaud,Montpellier,40,110,Modern Cuisine,3.8930311,43.6171176,33467725253.0,https://guide.michelin.com/en/occitanie/montpellier/restaurant/la-reserve-rimbaud,https://www.reserve-rimbaud.com/,1 MICHELIN Star,34000,820 avenue de Saint-Maur,1.0,2 étoiles,RÉSIDENCE APPART'CITY MONTPELLIER GARE ST ROCH,29 boulevard Berthelot,Montpellier,0467342700,montpellier@appartcity.com,https://www.appartcity.com/fr/appart-hotel/montpellier-gare-st-roch-a-montpellier.html,346.0,,"43.599785,3.872073",HERAULT,OCCITANIE,2,149
Le Sénéchal,Sauveterre-de-rouergue,50,155,Modern Cuisine,2.3182037,44.2200424,33565712900.0,https://guide.michelin.com/en/occitanie/sauveterre-de-rouergue/restaurant/le-senechal,https://www.hotel-senechal.fr/fr/,1 MICHELIN Star,12800,Le Bourg,1.0,4 étoiles,HÔTEL LE SÉNÉCHAL,LE BOURG,Sauveterre-de-rouergue,0565712900,info@hotel-senechal.fr,http://www.hotel-senechal.fr,22.0,11.0,"44.233221,2.299398",AVEYRON,OCCITANIE,4,496
Restaurant de Tourrel,Saint-rémy-de-provence,130,160,Modern Cuisine,4.8307716,43.7891048,33484350720.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-rmy-de-provence/restaurant/restaurant-de-tourrel,https://www.detourrel.com/,1 MICHELIN Star,13210,5 rue Carnot,1.0,3 étoiles,HÔTEL VAN GOGH,1 AVENUE JEAN MOULIN,Saint-rémy-de-provence,0490921402,vangoghhot@orange.fr,http://hotel-vangogh.com,45.0,22.0,"43.788488,4.838504",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR,3,290
Hostellerie de l'Abbaye de la Celle,La celle,60,116,"Mediterranean Cuisine, Provençal",6.0405673,43.3938151,33498051414.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-celle/restaurant/hostellerie-de-l-abbaye-de-la-celle,https://www.abbaye-celle.com/,1 MICHELIN Star,83170,Place du Général-de-Gaulle,1.0,3 étoiles,HÔTEL IBIS BRIGNOLES PROVENCE VERTE,ANCIEN CHEMIN DU VAL,Brignoles,0494691929,h1051@accor.com,https://www.accorhotels.com/fr/hotel-1051-ibis-brignoles-provence-verte/index.shtml,103.0,47.0,"43.417132,6.064797",VAR,PROVENCE-ALPES-COTE D'AZUR,3,218
Le Champ des Lunes,Lauris,88,128,Modern Cuisine,5.301734,43.762672,33413980000.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/lauris/restaurant/le-champ-des-lunes,https://www.lesdomainesdefontenille.com/fr/domainedefontenille.html,1 MICHELIN Star,84360,Route de Roquefraîche,1.0,4 étoiles,DOMAINE DE FONTENILLE,Route de Roquefraiche,Lauris,0413980000,reservations@domainedefontenille.com,www.domainedefontenille.com,38.0,17.0,"43.759361,5.304299",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR,4,521
Le Saint-Martin,Vence,69,140,"Modern Cuisine, Mediterranean Cuisine",7.1066248,43.7316508,33493580202.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/vence/restaurant/le-saint-martin,https://www.oetkercollection.com/hotels/chateau-saint-martin/,1 MICHELIN Star,6140,2490 avenue des Templiers,1.0,2 étoiles,HÔTEL LES RIVES DU LOUP,2666 bis route de la colle,Tourrettes-sur-loup,0493241565,info@rivesduloup.com,www.rivesduloup.com,20.0,9.0,"43.69942,7.007942",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,2,137
Le Panoramic,Tignes,138,138,"Traditional Cuisine, Grills",6.8735,45.4281,33479064721.0,https://guide.michelin.com/en/auvergne-rhone-alpes/tignes/restaurant/le-panoramic,https://www.les-suites-du-nevada.com/le-panoramic-restaurant-tignes/,1 MICHELIN Star,73320,Glacier de la Grande-Motte,1.0,3 étoiles,CLUB BELAMBRA LE DIVA,Route de la grande Motte Le Val Claret,Tignes,0479067000,club-tignes-diva@belambra.fr,http://www.belambra.fr/club-tignes-le-diva/hiver,338.0,121.0,"45.45199,6.899119",SAVOIE,AUVERGNE-RHONE-ALPES,3,213
Grand Hôtel du Lion d'Or,Romorantin-lanthenay,69,155,Modern Cuisine,1.7438252,47.3602993,33254941515.0,https://guide.michelin.com/en/centre-val-de-loire/romorantin-lanthenay/restaurant/grand-hotel-du-lion-d-or,https://www.hotel-liondor-romorantin.fr/fr/,1 MICHELIN Star,41200,69 rue Clemenceau,1.0,2 étoiles,HÔTEL ASTROTEL,route de selles-sur-cher,Romorantin-lanthenay,0254887980,astrotel@wanadoo.fr,http://www.astrotel.fr/,70.0,32.0,"47.348569,1.734838",LOIR-ET-CHER,CENTRE-VAL DE LOIRE,2,119
Le Manoir de la Régate,Nantes,40,124,Modern Cuisine,-1.5263375,47.2936105,33240180297.0,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/manoir-de-la-regate,https://www.manoirdelaregate.com/,1 MICHELIN Star,44300,155 route de Gachet,1.0,4 étoiles,BEST WESTERN PLUS HÔTEL DE LA RÉGATE,155 route de gachet,Nantes,0240502222,hotelregate@hotels-emeraude.com,http://www.hotel-nantes-laregate.com,86.0,42.0,"47.29367,-1.526287",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE,4,607
La Bastide de Capelongue,Bonnieux,150,170,"Provençal, Modern Cuisine",5.3174831,43.821659,33490758978.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/bonnieux/restaurant/la-bastide-de-capelongue,https://www.beaumier.com/fr/proprietes/hotel-capelongue,1 MICHELIN Star,84480,Chemin des Cabanes,1.0,1 étoile,CAMPING LE VALLON,"camping le vallon, route de ménerbes",Bonnieux,0490758614,info@campinglevallon.com,http://www.campinglevallon.com,,,"43.815147,5.285422",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR,1,56
Auberge Le Prieuré,Moirax,33,92,Creative,0.6089812,44.1408186,33553475955.0,https://guide.michelin.com/en/nouvelle-aquitaine/moirax/restaurant/auberge-le-prieure,http://aubergeleprieure.fr/,1 MICHELIN Star,47310,4 Grand'Rue,1.0,3 étoiles,CAMPING SAINT-LOUIS,Lac de Pellessac,Lamontjoie,0553995938,accueil@camping-lamontjoie.fr,www.camping-lamontjoie.fr,,,"44.074789,0.520143",LOT-ET-GARONNE,NOUVELLE-AQUITAINE,3,273
Julien Binz,Ammerschwihr,88,108,Modern Cuisine,7.2828891,48.125491,33389229823.0,https://guide.michelin.com/en/grand-est/ammerschwihr/restaurant/julien-binz,https://restaurantjulienbinz.com/,1 MICHELIN Star,68770,7 rue des Cigognes,1.0,3 étoiles,HÔTEL L'ORAYÉ,11 b route de Colmar,Ammerschwihr,0389732200,hotelloraye@orange.fr,http://www.hotelloraye.com,46.0,21.0,"48.120669,7.286864",HAUT-RHIN,GRAND EST,3,153
La Ribaudière,Bourg-charente,57,128,"Creative, Modern Cuisine",-0.22488,45.67357,33545813054.0,https://guide.michelin.com/en/nouvelle-aquitaine/bourg-charente/restaurant/la-ribaudiere,https://www.laribaudiere.com/,1 MICHELIN Star,16200,2 place du Port,1.0,3 étoiles,CAMPING DE L'ÎLE MADAME,Quai île Madame,Jarnac,06.26.91.40.92,campingilemadame@orange.fr,http://camping-jarnac.jimdo.com/,,,"45.67797,-0.176479",CHARENTE,NOUVELLE-AQUITAINE,3,213
L'Embrun,Brest,32,89,Modern Cuisine,-4.4914853,48.3902009,33298430852.0,https://guide.michelin.com/en/bretagne/brest/restaurant/l-embrun,https://www.lembrunrestaurant.fr/,1 MICHELIN Star,29200,48 rue de Lyon,1.0,3 étoiles,HÔTEL DE LA CORNICHE,1 rue Amiral Nicol,Brest,0298451242,hotel@hotel-la-corniche.com,http://www.hotel-la-corniche.com,39.0,19.0,"48.378262,-4.517808",FINISTERE,BRETAGNE,3,159
Sources,Lorient,27,88,Modern Cuisine,-3.3598826,47.7458562,33297787625.0,https://guide.michelin.com/en/bretagne/lorient/restaurant/sources,https://restaurant-sources.com/,1 MICHELIN Star,56100,1 cours de la Bôve,1.0,2 étoiles,CENTRAL HÔTEL,1 Rue Cambry,Lorient,0297211652,centralhotel.lorient@orange.fr,http://centralhotellorient.com,45.0,21.0,"47.747408,-3.363415",MORBIHAN,BRETAGNE,2,144
"Une Table, au Sud",Marseille,39,168,Modern Cuisine,5.3735291,43.2962224,33491906353.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/une-table-au-sud,https://www.unetableausud.com/,1 MICHELIN Star,13002,2 quai du Port,1.0,2 étoiles,HÔTEL B&B MARSEILLE LA JOLIETTE,52 rue de Forbin,Marseille,0892702218,bb_4522@hotelbb.com,http://www.hotel-bb.com/,274.0,125.0,"43.304962,5.367942",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR,2,125
Château Blanchard,Chazelles-sur-lyon,71,117,Modern Cuisine,4.3858639,45.6362194,33477542888.0,https://guide.michelin.com/en/auvergne-rhone-alpes/chazelles-sur-lyon/restaurant/chateau-blanchard,https://www.hotel-chateau-blanchard.com/,1 MICHELIN Star,42140,36 route de St-Galmier,1.0,2 étoiles,CAMPING LE MOULIN BRÛLÉ,route de chevrières,Chazelles-sur-lyon,0477942010,campingdumoulin42@orange.fr,www.le-moulin-brulé.com,,,"45.622874,4.380468",LOIRE,AUVERGNE-RHONE-ALPES,2,106
L'Atlantide 1874 - Maison Guého,Nantes,45,130,Modern Cuisine,-1.5777426,47.2012378,33240732323.0,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/l-atlantide-1874-maison-gueho,https://www.atlantide1874.fr/,1 MICHELIN Star,44100,5 rue de l'Hermitage,1.0,3 étoiles,APPART'CITY NANTES QUAI DE LOIRE,2 Impasse du Sanitat,Nantes,0251842668,nantes-quais@appartcity.com,https://www.appartcity.com/fr/appart-hotel/nantes-quai-de-loire-a-nantes.html,294.0,,"47.209673,-1.567523",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE,3,205
L'Atelier Alexandre Bousquet,Biarritz,45,105,"Modern Cuisine, Creative",-1.5446149,43.4499578,33559411011.0,https://guide.michelin.com/en/nouvelle-aquitaine/biarritz/restaurant/l-atelier-alexandre-bousquet,https://latelier-alexandrebousquet.com/,1 MICHELIN Star,64200,52 rue Alan-Seeger,1.0,4 étoiles,HÔTEL WINDSOR,11 Avenue Edouard VII,Biarritz,0559240852,contact@hotelwindsorbiarritz.com,http://www.hotelwindsorbiarritz.com,96.0,48.0,"43.483858,-1.558369",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE,4,516
L'Évidence,Montbazon,39,120,"Creative, Modern Cuisine",0.7133543,47.2873108,33247386736.0,https://guide.michelin.com/en/centre-val-de-loire/montbazon/restaurant/l-evidence,http://www.restaurant-levidence.com/,1 MICHELIN Star,37250,1 place des Marronniers,1.0,2 étoiles,HÔTEL LE MOULIN FLEURI,Route du Ripault,Veigné,0247260112,lemoulinfleuri@wanadoo.fr,http://www.moulin-fleuri.com,23.0,10.0,"47.297755,0.689775",INDRE-ET-LOIRE,CENTRE-VAL DE LOIRE,2,105
La Meynardie,Salignac-eyvigues,45,123,Modern Cuisine,1.3056798,44.9916513,33553288598.0,https://guide.michelin.com/en/nouvelle-aquitaine/salignac-eyvigues/restaurant/la-meynardie,https://www.domainedelameynardie.com/,1 MICHELIN Star,24590,Lieu-dit La Meynardie,1.0,5 étoiles,CAMPING CLUB LA BOUQUERIE,la Bouquerie,Saint-geniès,0553289822,contact@labouquerie.com,http://www.labouquerie.com,,,"44.998913,1.245697",DORDOGNE,NOUVELLE-AQUITAINE,5,1094
Auberge Grand'Maison,Mûr-de-bretagne,35,79,Traditional Cuisine,-2.9869249,48.201112,33296285110.0,https://guide.michelin.com/en/bretagne/mr-de-bretagne/restaurant/auberge-grand-maison,https://www.auberge-grand-maison.com/,1 MICHELIN Star,22530,Rue Léon-le-Cerf,1.0,2 étoiles,CAMPING LE POINT DE VUE,104 RUE DU LAC,Mûr-de-bretagne,0296260190,camping-lepointdevue@orange.fr,http://www.camping-lepointdevue.fr/,,,"48.198715,-3.013096",COTES-D'ARMOR,BRETAGNE,2,111
Il Carpaccio,Paris,150,150,Italian,2.29997,48.87577,33142998812.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/il-carpaccio300866,https://www.leroyalmonceau.com/,1 MICHELIN Star,75008,"Le Royal Monceau, 37 avenue Hoche",1.0,3 étoiles,HÔTEL ALISON,21 rue de Surène,Paris,0142655400,hotel.alison@orange.fr,http://www.hotelalison.com,60.0,34.0,"48.871041,2.320259",PARIS,ILE-DE-FRANCE,3,271
Pure & V,Nice,90,130,Modern Cuisine,7.2540623,43.6965441,33619886890.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/pure-v,,1 MICHELIN Star,6000,15 rue Bottero,1.0,4 étoiles,HÔTEL MERCURE NICE CENTRE NOTRE DAME,28 avenue notre dame,Nice,0493133636,h1291@accor.com,http://www.accorhotels.com/fr/hotel-1291-hotel-mercure-nice-centre-notre-dame/index.shtml,422.0,198.0,"43.703675,7.266847",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,4,652
Frenchie,Paris,125,125,Modern Cuisine,2.3478539,48.867722,33140399619.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/frenchie262795,http://www.frenchie-restaurant.com/,1 MICHELIN Star,75002,5 rue du Nil,1.0,4 étoiles,HÔTEL LES THÉÂTRES,98 rue de Cléry,Paris,0144825082,reservation@hotellestheatres.com,http://www.hotellestheatres.com,76.0,38.0,"48.869587,2.351703",PARIS,ILE-DE-FRANCE,4,413
L'Atelier du Peintre,Colmar,45,115,"Creative, Modern Cuisine",7.3581438,48.0765551,33389295157.0,https://guide.michelin.com/en/grand-est/colmar/restaurant/l-atelier-du-peintre,https://www.atelier-peintre.fr/,1 MICHELIN Star,68000,1 rue Schongauer,1.0,3 étoiles,HÔTEL TURENNE,10 Route de Bâle,Colmar,0389215858,infos@turenne.com,www.turenne.com,172.0,75.0,"48.071887,7.360607",HAUT-RHIN,GRAND EST,3,299
Lait Thym Sel,Angers,92,92,Creative,-0.56148,47.47502,33241720864.0,https://guide.michelin.com/en/pays-de-la-loire/angers/restaurant/lait-thym-sel,https://www.laitthymsel.fr/,1 MICHELIN Star,49100,65 rue Beaurepaire,1.0,2 étoiles,HÔTEL DE L'UNIVERS,2 PLACE DE LA GARE,Angers,0241884358,univers@hotel-angers.net,http://www.hotel-angers.net,99.0,45.0,"47.465501,-0.557182",MAINE-ET-LOIRE,PAYS DE LA LOIRE,2,102
Tour d'Argent,Paris,110,380,Modern Cuisine,2.3549236,48.8498353,33143542331.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/tour-d-argent,https://tourdargent.com/,1 MICHELIN Star,75005,15 quai de la Tournelle,1.0,2 étoiles,HÔTEL SUNNY,48 BOULEVARD PORT ROYAL,Paris,0143317986,infos@hotelsunny.com,https://www.hotelsunny.com/,68.0,36.0,"48.837568,2.346755",PARIS,ILE-DE-FRANCE,2,109
Les Trois Soleils de Montal,Saint-céré,38,98,Modern Cuisine,1.8642524,44.8626981,33565101616.0,https://guide.michelin.com/en/occitanie/saint-cr/restaurant/les-trois-soleils-de-montal,https://www.3soleils.fr/,1 MICHELIN Star,46400,"Les Prés-de-Montal, Saint-Jean-Lespinasse",1.0,3 étoiles,HÔTEL LES TROIS SOLEILS DE MONTAL,marot bas,Saint-jean-lespinasse,0565101616,lestroissoleils@wanadoo.fr,www.3soleils.fr,76.0,29.0,"44.862053,1.864093",LOT,OCCITANIE,3,158
Auberge des Templiers,Boismorand,64,160,"Modern Cuisine, Creative",2.7394904,47.80058,33238318001.0,https://guide.michelin.com/en/centre-val-de-loire/boismorand/restaurant/auberge-des-templiers,https://www.lestempliers.com/fr/,1 MICHELIN Star,45290,20 route Départementale 2007,1.0,5 étoiles,AUBERGE DES TEMPLIERS,Les Bézards,Boismorand,0238318001,templiers@relaischateaux.com,http://www.lestempliers.com,60.0,28.0,"47.802554,2.739914",LOIRET,CENTRE-VAL DE LOIRE,5,1435
